App	Category	Rating	Reviews	Size	Installs	Type	Price	Content Rating	Genres	Last Updated	Current Ver	Android Ver
Sai Baba - Sabka Malik Ek	PRODUCTIVITY	4.9	42	38M	1,000+	Free	0	Everyone	Productivity	May 26, 2018	1.4	4.0 and up
Ek Vote	PRODUCTIVITY	5.0	43	6.2M	500+	Free	0	Everyone	Productivity	November 7, 2017	1.1	4.0.3 and up
Asha Ek Hope - ALS/ MND	MEDICAL	5.0	2	11M	100+	Free	0	Everyone	Medical	May 23, 2018	1.1.0	4.1 and up
Meslek Lisesi YGS Ek Puan	FAMILY		11	1.5M	1,000+	Free	0	Everyone	Education	January 8, 2017	1.0	4.0 and up
Airplane Pilot Car Transporter	FAMILY	4.1	182363	62M	10,000,000+	Free	0	Everyone	Simulation	July 27, 2018	2.1.8	4.1 and up
Mahila Vashikaran(Ek rat me)-Hindi	FAMILY		0	4.0M	1,000+	Free	0	Everyone	Entertainment	January 23, 2018	1.1	4.0.3 and up
Ek Kauwa Pyasa Tha	FAMILY	4.1	35	3.1M	50,000+	Free	0	Everyone	Entertainment	June 25, 2017	1.3.6	4.0 and up
Train Racing Games 3D 2 Player	GAME	4.3	192374	56M	10,000,000+	Free	0	Everyone	Racing	January 9, 2018	Varies with device	5.0 and up
Video Maker with Photo and Music	PHOTOGRAPHY	4.3	4871	30M	1,000,000+	Free	0	Everyone	Photography	March 19, 2018	1.0.2	4.1 and up
SIM Card Info	TOOLS	4.1	4234	1.9M	1,000,000+	Free	0	Everyone	Tools	May 25, 2018	5.3.9	4.0 and up
Toilet Ek Prem Katha Songs Lyrics in Hindi	FAMILY	4.7	3	2.0M	1,000+	Free	0	Everyone	Entertainment	August 10, 2017	1.0	4.1 and up
Ek Do Teen Song Videos - Baaghi 2 Video Songs	FAMILY		2	4.5M	1,000+	Free	0	Everyone	Entertainment	March 20, 2018	1.4.1	4.0.3 and up
Sanu Ek Pal Chain Song Videos - RAID Movie Songs	FAMILY	4.9	11	4.3M	5,000+	Free	0	Everyone	Entertainment	March 8, 2018	1.2.8	4.0.3 and up
Phogy, 3D Camera	PHOTOGRAPHY	4.0	35725	9.9M	1,000,000+	Free	0	Everyone	Photography	February 11, 2015	1.40	4.0 and up
Ek Qissa He Quran Se (Qurani Waqiyat)	FAMILY	5.0	4	2.0M	100+	Free	0	Everyone	Entertainment	October 30, 2017	1.0	4.0 and up
Lyrics of Ek Paheli Leela	FAMILY	5.0	4	2.3M	500+	Free	0	Everyone	Entertainment	April 23, 2016	1.0	4.0 and up
Ek-yatri: Travel where you Belong	TRAVEL_AND_LOCAL		0	29M	1+	Free	0	Everyone	Travel & Local	August 1, 2018	1.0.0	4.4 and up
Exiled Kingdoms RPG	FAMILY	4.6	49210	99M	1,000,000+	Free	0	Everyone 10+	Role Playing	July 5, 2018	1.2.1107	4.1 and up
Sabka Malik Ek Sai	SOCIAL	4.2	17	5.1M	1,000+	Free	0	Teen	Social	May 25, 2013	1.3	2.2 and up
Voice Lock Screen	LIFESTYLE	3.7	6667	2.7M	1,000,000+	Free	0	Everyone	Lifestyle	April 2, 2018	2.4.2	4.0 and up
Shabad Gurubani Punjabi mp3 free - Ek Onkar Satnam	FAMILY	5.0	5	64M	100+	Free	0	Everyone	Entertainment	January 19, 2018	1.1	4.4 and up
Bus Driver 3D: Hill Station	FAMILY	4.3	31705	49M	5,000,000+	Free	0	Everyone	Simulation	November 6, 2017	1.7	4.1 and up
Extreme Motorbike Jump 3D	FAMILY	4.0	94308	79M	10,000,000+	Free	0	Everyone	Simulation	December 25, 2016	4.2	2.3.3 and up
el	FAMILY	4.3	32405	47M	1,000,000+	Free	0	Everyone	Casual	December 18, 2014	1.2.1	4.2 and up
El Pollo Loco - Loco Rewards	FOOD_AND_DRINK	4.0	848	25M	100,000+	Free	0	Everyone	Food & Drink	February 23, 2018	2.1	4.1 and up
El Chavo	FAMILY	4.0	751	49M	10,000+	Paid	$0.99	Everyone	Casual	November 4, 2014	1.2.9	2.3 and up
EL AL Flights	TRAVEL_AND_LOCAL	3.1	1563	36M	100,000+	Free	0	Everyone	Travel & Local	May 24, 2018	4.3	4.2 and up
DreamStream By EL AL	TRAVEL_AND_LOCAL	3.4	595	22M	100,000+	Free	0	Everyone	Travel & Local	January 18, 2016	3.4.20.6 / BuyDRM Labgency 4.8.22 / PED	4.0 and up
Learn English with El Chavo.	FAMILY	4.2	6133	7.0M	100,000+	Free	0	Everyone	Education	October 1, 2015	6.2	2.3.3 and up
Learn Math with el Chavo	FAMILY	4.2	840	60M	100,000+	Free	0	Everyone	Education	June 28, 2018	1.1	4.1 and up
El Nuevo D a	NEWS_AND_MAGAZINES	4.1	8011	13M	500,000+	Free	0	Everyone 10+	News & Magazines	June 13, 2018	4.11.2	4.1 and up
EL NORTE	NEWS_AND_MAGAZINES	3.4	2436	Varies with device	100,000+	Free	0	Everyone	News & Magazines	June 26, 2018	Varies with device	Varies with device
El Nueve	NEWS_AND_MAGAZINES		221	3.2M	50,000+	Free	0	Teen	News & Magazines	October 16, 2017	1.1.3	4.0.3 and up
El Laberinto del Demonio 3D	FAMILY	4.0	20421	31M	1,000,000+	Free	0	Teen	Puzzle	August 20, 2015	1.5	2.3 and up
Monastery of El Escorial	TRAVEL_AND_LOCAL		12	50M	1,000+	Paid	$1.99	Everyone	Travel & Local	May 30, 2016	1.0	4.0 and up
Learn to code with el Chavo	FAMILY	3.9	5933	60M	1,000,000+	Free	0	Everyone	Educational	March 27, 2018	2.6	4.1 and up
El Fal 	FAMILY	4.8	36968	16M	1,000,000+	Free	0	Everyone	Entertainment	November 3, 2017	1.2.9	2.3 and up
El Laberinto del Demonio 2	FAMILY	4.1	3654	25M	100,000+	Free	0	Teen	Puzzle	April 14, 2017	1.0.1	4.0 and up
TV Local El Salvador	FAMILY	4.3	323	3.6M	10,000+	Free	0	Everyone	Entertainment	May 8, 2018	1	4.0.3 and up
Tigo Money El Salvador	FINANCE	4.3	4642	3.5M	100,000+	Free	0	Everyone	Finance	July 23, 2018	5.0.0	4.2 and up
Hangman	FAMILY	4.4	23302	12M	5,000,000+	Free	0	Everyone	Puzzle	March 24, 2018	1.0.6	4.0 and up
Explora con el Chavo	FAMILY		0	Varies with device	100,000+	Free	0	Everyone	Educational	June 26, 2018	Varies with device	Varies with device
El Dorado App	TRAVEL_AND_LOCAL	4.4	221	33M	10,000+	Free	0	Everyone	Travel & Local	April 6, 2018	2.4	4.1 and up
Adivina el cantante de Trap y Reggaeton	GAME	4.5	1914	24M	100,000+	Free	0	Everyone	Trivia	June 29, 2018	3.6.7z	4.0.3 and up
The translator	TOOLS	4.5	23805	4.1M	1,000,000+	Free	0	Everyone	Tools	August 13, 2017	2.0.4	4.0.3 and up
Fernanfloo	GAME	4.8	526595	49M	10,000,000+	Free	0	Everyone 10+	Arcade	June 26, 2018	2.9	4.0.3 and up
Weather 14 Days	WEATHER	4.4	279917	Varies with device	10,000,000+	Free	0	Everyone	Weather	July 18, 2018	Varies with device	Varies with device
The dollar in mexico	FINANCE	4.5	4254	3.2M	100,000+	Free	0	Everyone	Finance	August 29, 2017	2.5	4.0 and up
Real Madrid App	SPORTS	4.6	161423	73M	5,000,000+	Free	0	Everyone	Sports	August 1, 2018	6.5.3	5.0 and up
OWLIE BOO	FAMILY	4.6	834	22M	100,000+	Free	0	Everyone	Puzzle;Education	March 15, 2018	1.8.11	4.0 and up
Trazado de tuberia El Tubero	TOOLS	4.5	313	4.4M	10,000+	Paid	$1.97	Everyone	Tools	March 29, 2015	4.1	1.5 and up
Adivina el Emoji	GAME		2536	32M	100,000+	Free	0	Everyone	Trivia	October 2, 2016	1.00	4.0.3 and up
Weather by eltiempo.es	WEATHER	4.2	67854	Varies with device	5,000,000+	Free	0	Everyone	Weather	August 2, 2018	Varies with device	Varies with device
The Game of Life	GAME	4.4	18652	63M	100,000+	Paid	$2.99	Everyone	Board	July 4, 2018	2.1.2	4.4 and up
Spanish English Translator	BOOKS_AND_REFERENCE	4.2	87919	Varies with device	10,000,000+	Free	0	Teen	Books & Reference	May 28, 2018	Varies with device	Varies with device
The Holy Rosary	LIFESTYLE	4.7	56197	15M	1,000,000+	Free	0	Everyone	Lifestyle	August 6, 2018	1.6.17	1.6 and up
Western Union US - Send Money Transfers Quickly	FINANCE	4.5	80904	16M	5,000,000+	Free	0	Everyone	Finance	July 5, 2018	5.7	4.1 and up
Maps, GPS Navigation & Directions, Street View	MAPS_AND_NAVIGATION	4.2	207440	6.4M	10,000,000+	Free	0	Everyone	Maps & Navigation	July 23, 2018	7.0.3	4.0 and up
Human Anatomy Atlas 2018: Complete 3D Human Body	MEDICAL	4.5	2923	25M	100,000+	Paid	$24.99	Everyone	Medical	May 25, 2018	2018.5.47	5.0 and up
Red Hands   2-Player Games	GAME	4.2	93608	Varies with device	10,000,000+	Free	0	Everyone	Action	February 9, 2018	Varies with device	Varies with device
Narcos: Cartel Wars	FAMILY	4.7	244797	52M	5,000,000+	Free	0	Teen	Strategy	July 30, 2018	1.24.09	4.0.3 and up
Get 'Em	GAME	4.1	7904	21M	500,000+	Free	0	Everyone 10+	Action	October 26, 2016	1.6.7	4.0.3 and up
EM Launcher for EMUI	PERSONALIZATION	4.1	3175	2.3M	500,000+	Free	0	Everyone	Personalization	April 6, 2018	1.0.6	4.1 and up
Live Hold em Pro Poker - Free Casino Games	GAME	4.6	1123190	Varies with device	10,000,000+	Free	0	Teen	Card	August 7, 2018	Varies with device	Varies with device
Beach Shoot Em Up: Head Hunter	GAME	4.4	1218	15M	500,000+	Free	0	Everyone 10+	Action	March 6, 2018	1.0.9	2.3 and up
Connect'Em	FAMILY	4.5	49381	6.8M	1,000,000+	Free	0	Everyone	Puzzle	June 25, 2018	1.0.17	2.0 and up
Stick 'Em Up 2 Starter Edition	GAME	3.8	2102	40M	100,000+	Free	0	Everyone 10+	Action	September 11, 2015	1.1.3	4.0.3 and up
Shoot`Em Down: Shooting game	GAME	3.9	7972	88M	500,000+	Free	0	Teen	Action	August 12, 2017	56	4.1 and up
Texas Hold em Poker + | Social	GAME	3.5	4416	59M	500,000+	Free	0	Teen	Casino	January 18, 2017	2.1.7	4.0.3 and up
PlayTexas Hold'em Poker Free	GAME	3.8	3543	Varies with device	1,000,000+	Free	0	Teen	Card	March 10, 2018	Varies with device	Varies with device
EM Launcher Pro	PERSONALIZATION	4.2	35	24k	1,000+	Paid	$3.99	Everyone	Personalization	April 2, 2016	1.0	4.1 and up
HAWK   Force of an Arcade Shooter. Shoot 'em up	GAME	4.6	190274	46M	5,000,000+	Free	0	Everyone	Arcade	July 9, 2018	Varies with device	4.1 and up
Shoot Em Down Free	FAMILY	3.7	2850	39M	500,000+	Free	0	Everyone	Puzzle	February 9, 2018	23	2.3 and up
Game for KIDS: KIDS match'em	FAMILY	4.4	7006	6.9M	1,000,000+	Free	0	Everyone	Education	October 23, 2016	1.17	2.3 and up
Texas Hold'em Poker	GAME	3.6	12846	14M	1,000,000+	Free	0	Teen	Casino	December 29, 2017	3.3	4.1 and up
Nuke Em All	FAMILY	3.4	2714	52M	500,000+	Free	0	Mature 17+	Casual	November 19, 2017	1.1.8	4.1 and up
Poker Equity Calculator Pro for No Limit Hold'em	GAME	4.0	21	14M	5,000+	Paid	$0.99	Everyone	Card	September 10, 2017	1.3	5.0 and up
Poker Live! 3D Texas Hold'em	GAME	4.3	6143	37M	100,000+	Free	0	Teen	Casino	July 25, 2018	Varies with device	4.0.3 and up
CBS Sports App - Scores, News, Stats & Watch Live	SPORTS	4.3	91035	Varies with device	5,000,000+	Free	0	Everyone	Sports	August 4, 2018	Varies with device	5.0 and up
Fun Texas Hold'em Poker	GAME	4.5	32831	24M	500,000+	Free	0	Teen	Casino	May 12, 2017	17.05.11	4.0.3 and up
Elevator Simulator Lift EM ALL	FAMILY	4.4	2941	28M	100,000+	Free	0	Teen	Simulation	July 31, 2018	2.4.1343-prod	4.0.3 and up
Dragonplay  Poker Texas Holdem	GAME	4.5	197979	Varies with device	1,000,000+	Free	0	Teen	Card	August 7, 2018	Varies with device	Varies with device
Punch em	GAME	4.1	2208	4.4M	500,000+	Free	0	Everyone	Arcade	May 24, 2018	2.0.8	4.1 and up
Zynga Poker   Texas Holdem	GAME	4.4	1986068	52M	50,000,000+	Free	0	Teen	Casino	July 25, 2018	21.54	4.1 and up
Boyaa Poker (En)   Social Texas Hold em	GAME	4.3	71468	51M	1,000,000+	Free	0	Teen	Card	June 12, 2018	5.8.0	4.1 and up
World Series of Poker   WSOP Free Texas Holdem	GAME	4.5	910051	76M	10,000,000+	Free	0	Teen	Card	August 2, 2018	5.11.0	4.1 and up
Connect'Em Halloween	FAMILY	4.5	6673	4.4M	500,000+	Free	0	Everyone	Puzzle	September 23, 2016	1.0.7	2.0 and up
Yahoo Fantasy Sports - #1 Rated Fantasy App	SPORTS	4.2	277939	Varies with device	5,000,000+	Free	0	Mature 17+	Sports	August 2, 2018	Varies with device	Varies with device
Texas Holdem Poker Pro	GAME	4.5	114479	26M	5,000,000+	Free	0	Teen	Card	December 20, 2017	4.7.0	3.0 and up
Rage Fight of Streets - Beat Em Up Game	GAME	4.3	1489	67M	100,000+	Free	0	Teen	Action	May 13, 2018	Varies with device	4.1 and up
HANGAME Casino - Baccarat & Texas Hold'em	GAME	4.1	8608	46M	500,000+	Free	0	Teen	Casino	May 17, 2018	1.4.5	4.1 and up
PokerStars Play: Free Texas Holdem Poker Game	GAME	4.6	14989	78M	500,000+	Free	0	Teen	Card	July 6, 2018	1.9.2	4.0.3 and up
Yoong: Kick 'Em Up!	SPORTS	4.3	7107	33M	100,000+	Free	0	Everyone	Sports	December 16, 2015	1.1.1	4.0.3 and up
Texas Holdem Poker	GAME	4.0	127831	26M	10,000,000+	Free	0	Teen	Card	December 20, 2017	4.7.0	3.0 and up
Instabridge - Free WiFi Passwords and Hotspots	TOOLS	4.4	211308	Varies with device	10,000,000+	Free	0	Everyone	Tools	August 2, 2018	Varies with device	4.1 and up
Big Fish Casino   Play Slots & Vegas Games	GAME	4.4	382100	Varies with device	10,000,000+	Free	0	Teen	Casino	July 11, 2018	Varies with device	Varies with device
Em Fuga Brasil	FAMILY		1317	60M	100,000+	Free	0	Everyone	Simulation	April 22, 2018	1.0	4.1 and up
LocaToWeb - Live GPS tracking	SPORTS	4.6	200	3.0M	1,000+	Paid	$2.49	Everyone	Sports	August 2, 2018	3.9.1	5.0 and up
TRANSFORMERS: Forged to Fight	GAME	4.6	291941	90M	10,000,000+	Free	0	Everyone 10+	Action	July 27, 2018	6.3.2	4.0.3 and up
Texas Holdem & Omaha Poker: Pokerist	GAME	4.3	187200	28M	10,000,000+	Free	0	Teen	Card	July 31, 2018	18.4.0	4.1 and up
Governor of Poker 2 - OFFLINE POKER GAME	GAME	4.3	246538	60M	5,000,000+	Free	0	Teen	Card	March 6, 2018	3.0.8	2.3 and up
Squadron - Bullet Hell Shooter	GAME	4.2	177542	40M	10,000,000+	Free	0	Everyone	Arcade	May 2, 2016	1.0.7	2.3 and up
Telemundo Deportes - En Vivo	SPORTS	4.5	36255	25M	1,000,000+	Free	0	Everyone	Sports	August 1, 2018	5.10.5	4.1 and up
Holy Knight EN	FAMILY	4.0	26202	41M	1,000,000+	Free	0	Teen	Role Playing	May 5, 2018	1.1.700	2.3 and up
Hello English: Learn English	FAMILY	4.6	750321	Varies with device	10,000,000+	Free	0	Everyone	Education	August 7, 2018	Varies with device	Varies with device
Dictionary - Merriam-Webster	BOOKS_AND_REFERENCE	4.5	454412	Varies with device	10,000,000+	Free	0	Everyone	Books & Reference	May 18, 2018	Varies with device	Varies with device
English in a Month Free	FAMILY	3.8	6577	13M	1,000,000+	Free	0	Everyone	Education	July 23, 2017	1.28	4.1 and up
Words With Friends   Play Free	GAME	4.3	711719	Varies with device	10,000,000+	Free	0	Everyone	Word	July 11, 2018	Varies with device	Varies with device
FRANCE 24	NEWS_AND_MAGAZINES	4.3	47069	Varies with device	5,000,000+	Free	0	Everyone 10+	News & Magazines	June 25, 2018	Varies with device	Varies with device
JW Library	BOOKS_AND_REFERENCE	4.9	922752	Varies with device	10,000,000+	Free	0	Everyone	Books & Reference	June 15, 2018	Varies with device	Varies with device
Learn Body Parts in English	FAMILY	4.0	7243	42M	1,000,000+	Free	0	Everyone	Education	December 6, 2016	5.13	2.3 and up
ai.type keyboard Plus + Emoji	TOOLS	4.5	57076	35M	100,000+	Paid	$4.49	Everyone	Tools	July 24, 2018	Paid-9.4.1.3	4.1 and up
Edmodo	FAMILY	4.1	200214	18M	10,000,000+	Free	0	Everyone	Education	August 6, 2018	9.12.6	4.0.3 and up
Learn English Daily	FAMILY	4.5	7881	53M	500,000+	Free	0	Everyone	Education	May 6, 2018	7.0	4.0 and up
Orfox: Tor Browser for Android	COMMUNICATION	4.2	44233	31M	10,000,000+	Free	0	Everyone	Communication	July 2, 2018	Fennec-52.9.0esr/TorBrowser-7.5-1/Orfox-1.5.4-RC-1	4.0.3 and up
NewsDog - Latest News, Breaking News, Local News	NEWS_AND_MAGAZINES	4.4	291901	4.3M	10,000,000+	Free	0	Mature 17+	News & Magazines	July 20, 2018	2.6.0	4.1 and up
Keyboard ManMan	TOOLS	4.4	121304	Varies with device	10,000,000+	Free	0	Everyone	Tools	March 11, 2018	Varies with device	Varies with device
RightNow English Conversation	FAMILY	4.0	5118	11M	1,000,000+	Free	0	Everyone	Education	March 2, 2018	1.4.1	2.3 and up
HTC Sense Input - EN	TOOLS	4.3	24175	8.5M	5,000,000+	Free	0	Everyone	Tools	October 30, 2015	1.0.612931	5.0 and up
busuu: Learn Languages - Spanish, English & More	FAMILY	4.3	207294	21M	10,000,000+	Free	0	Everyone 10+	Education	August 1, 2018	13.9.0.161	5.0 and up
Classic Words Solo	GAME	4.4	135739	Varies with device	5,000,000+	Free	0	Everyone	Word	August 7, 2018	Varies with device	Varies with device
Ginger Keyboard - Emoji, GIFs, Themes & Games	PRODUCTIVITY	4.4	162831	43M	5,000,000+	Free	0	Everyone	Productivity	August 1, 2018	8.1.01	4.1 and up
English Audio Books - Librivox	FAMILY	4.0	10773	10M	1,000,000+	Free	0	Everyone	Education	November 29, 2017	8.02	4.1 and up
Learn Top 300 English Words	FAMILY	4.7	61600	3.4M	1,000,000+	Free	0	Everyone	Education	February 24, 2018	3.1	2.3 and up
Univision Deportes: Liga MX, MLS, F tbol En Vivo	SPORTS	4.2	75566	Varies with device	5,000,000+	Free	0	Everyone	Sports	July 23, 2018	Varies with device	Varies with device
Chess Free	GAME	4.5	1375988	15M	50,000,000+	Free	0	Everyone	Board	June 7, 2018	2.72	4.1 and up
Oxford Dictionary of English : Free	BOOKS_AND_REFERENCE	4.1	364452	7.1M	10,000,000+	Free	0	Everyone	Books & Reference	July 11, 2018	9.1.363	4.1 and up
English Hindi Dictionary	BOOKS_AND_REFERENCE	4.4	384368	Varies with device	10,000,000+	Free	0	Everyone	Books & Reference	August 4, 2018	Varies with device	Varies with device
English to Hindi Dictionary	BOOKS_AND_REFERENCE	4.1	71328	11M	5,000,000+	Free	0	Everyone	Books & Reference	June 11, 2017	BlueOrange	4.0.3 and up
EO.TRADE - Coin sale	FINANCE	4.3	95	1.5M	10,000+	Free	0	Everyone	Finance	June 5, 2018	0.3	4.0.3 and up
EO Network	BUSINESS	3.5	13	21M	1,000+	Free	0	Teen	Business	September 20, 2017	1.0.3	4.4 and up
The EO Bar	HEALTH_AND_FITNESS	4.7	416	34M	10,000+	Paid	$6.99	Everyone	Health & Fitness	July 2, 2018	1.3.7	4.1 and up
EO Mumbai	COMMUNICATION		0	11M	10+	Free	0	Everyone	Communication	February 21, 2018	1.02	4.1 and up
EO Global	BUSINESS	2.6	13	8.9M	1,000+	Free	0	Everyone	Business	October 20, 2016	3.2	4.1 and up
EO SouthAsia	BUSINESS	4.2	8	19M	100+	Free	0	Teen	Business	April 25, 2018	1.0.23	4.1 and up
EO RAIPUR	SOCIAL		1	4.2M	10+	Free	0	Teen	Social	June 21, 2017	1.0	4.0.3 and up
EO Forum	BUSINESS		0	1.1M	100+	Free	0	Everyone	Business	April 5, 2013	1.1	2.1 and up
EO Events	BUSINESS		0	11M	10+	Free	0	Teen	Business	June 21, 2018	v2.7.11.27	4.1 and up
EO KOREA	BUSINESS		0	14M	50+	Free	0	Teen	Business	December 4, 2017	1.0.7	2.2 and up
EO App. SelfCompassion to you	HEALTH_AND_FITNESS		1	Varies with device	100+	Free	0	Everyone	Health & Fitness	September 12, 2015	Varies with device	Varies with device
EO GSEA	BUSINESS		1	30M	10+	Free	0	Everyone	Business	January 4, 2018	1.0.0	4.4 and up
EO Guide	HEALTH_AND_FITNESS		15	24M	1,000+	Paid	$4.99	Everyone	Health & Fitness	July 23, 2018	1.0.4	4.1 and up
EO SA Benefits	BUSINESS		0	518k	10+	Free	0	Everyone	Business	August 25, 2014	1.0	2.3.3 and up
FAST EO	EVENTS	5.0	1	Varies with device	10+	Free	0	Everyone	Events	May 15, 2018	1.0.3	4.1 and up
23rd QM BDE EO	BUSINESS		0	6.3M	10+	Free	0	Everyone	Business	September 27, 2017	1.0.0	4.1 and up
EO Bijbel Open	LIFESTYLE	4.3	102	41M	10,000+	Free	0	Everyone	Lifestyle	November 24, 2016	2.0.0	4.0.3 and up
EO LAC	LIFESTYLE		0	18M	10+	Free	0	Everyone	Lifestyle	January 17, 2017	1.1	4.1 and up
EO Hub	BUSINESS		0	5.2M	50+	Free	0	Teen	Business	February 6, 2018	3.5.4	4.1 and up
Kenny e o Cupcake	FAMILY		0	6.7M	1+	Free	0	Everyone	Arcade;Action & Adventure	July 19, 2018	1.0	2.1 and up
EO	BUSINESS		0	3.1M	50+	Free	0	Everyone	Business	July 1, 2015	1.0	4.0.3 and up
4Eternity EO	BUSINESS		0	2.0M	10+	Free	0	Everyone	Business	January 17, 2018	1.2	4.1 and up
Masha and the Bear	FAMILY	4.4	15105	36M	1,000,000+	Free	0	Everyone	Education	June 11, 2018	3.1.8	4.3 and up
Free games: Masha and the Bear	FAMILY	4.3	34514	60M	5,000,000+	Free	0	Everyone	Puzzle;Brain Games	July 20, 2018	1.2.8	4.1 and up
Masha and the Bear- House Cleaning Games for Girls	FAMILY		0	74M	100+	Paid	$1.99	Everyone	Educational;Pretend Play	January 25, 2018	0.0.1	4.1 and up
EO Hotels	TRAVEL_AND_LOCAL		4	11M	100+	Free	0	Everyone	Travel & Local	June 4, 2017	2.0	4.0.3 and up
Masha and the Bear Child Games	FAMILY	4.1	288606	92M	10,000,000+	Free	0	Everyone	Adventure;Education	May 8, 2018	2.7.4	4.0 and up
Masha and the Bear - Hair Salon and MakeUp Games	FAMILY		1	83M	100+	Paid	$2.49	Everyone	Role Playing;Education	March 5, 2018	1.0.1	4.1 and up
Masha and Bear: Cooking Dash	FAMILY	4.3	151374	54M	10,000,000+	Free	0	Everyone	Role Playing;Brain Games	June 5, 2018	1.2.7	4.1 and up
Masha and the Bear: Evolution	FAMILY	4.5	2062	42M	500,000+	Free	0	Everyone	Strategy;Education	June 14, 2018	1.0.9	4.0 and up
Cryptocurrency Trading - How To Trade Crypto	FINANCE		1	23M	100+	Free	0	Everyone	Finance	March 16, 2018	1.0	4.1 and up
Masha and the Bear. Games for kids	FAMILY	4.6	6231	31M	1,000,000+	Free	0	Everyone	Educational;Pretend Play	July 13, 2018	2.6	4.0.3 and up
Masha and The Bear Jam Day Match 3 games for kids	FAMILY	4.6	50060	98M	1,000,000+	Free	0	Everyone	Puzzle;Brain Games	August 7, 2018	1.4.83	4.1 and up
Where's My Water?	FAMILY	4.7	188740	69M	1,000,000+	Paid	$1.99	Everyone	Puzzle;Brain Games	July 5, 2018	1.16.0	4.2 and up
O C u e o Inferno	BOOKS_AND_REFERENCE		14	754k	500+	Paid	$0.99	Everyone	Books & Reference	October 7, 2013	1.1	1.6 and up
Frozen Free Fall	FAMILY	4.3	1574546	37M	50,000,000+	Free	0	Everyone	Puzzle;Action & Adventure	July 27, 2018	6.7.0	4.2 and up
Urban Car Simulator	FAMILY	4.2	23292	20M	1,000,000+	Free	0	Everyone	Simulation	September 19, 2017	1.4	2.3 and up
Masha and the Bear: House Cleaning Games for Girls	FAMILY	4.5	43852	77M	10,000,000+	Free	0	Everyone	Role Playing;Pretend Play	July 19, 2018	1.9.10	4.1 and up
Masha and The Bear Puzzle Game	FAMILY	4.3	13330	73M	1,000,000+	Free	0	Everyone	Puzzle;Brain Games	May 24, 2018	2.0	4.1 and up
Masha and the Bear. Educational Games	FAMILY	4.5	46369	33M	10,000,000+	Free	0	Everyone	Educational;Brain Games	July 13, 2018	2.3	4.0.3 and up
Bluetooth Pair	TOOLS	3.5	1960	2.7M	1,000,000+	Free	0	Everyone	Tools	August 4, 2018	2.5	4.1 and up
Sports Car Driving Simulator 2018	GAME	4.3	2178	57M	500,000+	Free	0	Everyone	Racing	March 28, 2018	1.1	4.1 and up
Masha and the Bear: Good Night!	FAMILY	4.6	29155	83M	1,000,000+	Free	0	Everyone	Educational;Pretend Play	July 26, 2018	1.0.4	4.1 and up
Masha and the Bear: Climb Racing and Car Games	FAMILY	4.5	2200	73M	1,000,000+	Free	0	Everyone	Racing;Pretend Play	July 23, 2018	1.1.0	4.1 and up
Episode - Choose Your Story	FAMILY	4.3	1842381	Varies with device	50,000,000+	Free	0	Teen	Simulation	July 31, 2018	Varies with device	Varies with device
Out There Chronicles - Ep. 1	FAMILY	4.4	1516	44M	50,000+	Paid	$2.99	Everyone	Role Playing	November 27, 2017	1.0.4	4.2 and up
EP FCU	FINANCE		2	2.8M	100+	Free	0	Everyone	Finance	March 22, 2018	3.0.6	4.1 and up
EP Home Energy Hub	PRODUCTIVITY		4	13M	100+	Free	0	Everyone	Productivity	June 21, 2018	3.4.2	4.4 and up
EP	BUSINESS		3	2.1M	100+	Free	0	Everyone	Business	November 13, 2015	1.0.1	2.3.3 and up
EP Spotter	FAMILY	3.4	9	28M	500+	Free	0	Everyone	Entertainment	September 28, 2016	314007	4.3 and up
EP Mobile	MEDICAL	4.3	267	2.3M	50,000+	Free	0	Everyone	Medical	July 8, 2018	2.18	4.0 and up
EP RSS Reader	COMMUNICATION	3.8	4	892k	100+	Free	0	Everyone	Communication	July 16, 2018	0.99	4.0.3 and up
Out There Chronicles - Ep. 2	FAMILY	4.5	144	70M	1,000+	Paid	$2.99	Teen	Role Playing	January 26, 2018	1.0.0	4.2 and up
EP Cloud	PRODUCTIVITY		9	2.3M	10+	Free	0	Everyone	Productivity	July 26, 2018	2.2.2	4.1 and up
eP Scanner	EVENTS		0	20M	100+	Free	0	Everyone	Events	October 13, 2017	1.5	4.4 and up
EP McGuffey Primer	FAMILY		0	Varies with device	50+	Paid	$1.99	Everyone	Education	July 16, 2018	Varies with device	Varies with device
EP Church Annapolis	LIFESTYLE	5.0	2	8.8M	100+	Free	0	Everyone	Lifestyle	January 14, 2017	1.0	4.1 and up
EP Horlogerie	LIFESTYLE	4.9	18	24M	1,000+	Free	0	Everyone	Lifestyle	March 28, 2018	4.0.2	4.0.3 and up
ep-liggare - Elektronisk personalliggare	TOOLS		0	21M	100+	Free	0	Everyone	Tools	June 26, 2018	1.1.0	4.1 and up
EP Calipers	MEDICAL		4	15M	100+	Paid	$0.99	Everyone	Medical	February 10, 2018	2.12	4.0 and up
EP Radio	FAMILY	5.0	3	154k	50+	Free	0	Everyone	Entertainment	March 26, 2018	1.0	3.0 and up
EP Joaillerie	LIFESTYLE		54	21M	5,000+	Free	0	Teen	Lifestyle	March 28, 2018	4.0.2	4.0.3 and up
Tester EP	TOOLS		9	4.8M	100+	Free	0	Everyone	Tools	May 15, 2018	3.0	2.1 and up
